CustomerID,Age,Gender,Income,CreditScore,MaritalStatus,LoanAmount,LoanStatus
5637,33,Male,96905,420,Divorced,22214,0
5638,62,Male,73025,642,Single,22213,1
5639,64,Male,95876,631,Single,22208,1
5640,65,Male,98944,755,Married,22200,0
5641,44,Male,70840,736,Married,22197,1
5642,40,Female,39369,640,Divorced,22186,0
5643,41,Male,38460,640,Single,22185,0
5644,26,Female,111641,715,Married,22167,1
5645,52,Male,116920,481,Divorced,22162,0
5646,68,Female,21461,563,Divorced,22160,1
5647,37,Male,62362,509,Divorced,22150,1
5648,54,Female,118376,822,Married,22149,0
5649,59,Female,147229,481,Married,22140,1
5650,34,Male,48610,743,Divorced,22137,1
5651,64,Male,124334,550,Divorced,22135,0
5652,48,Female,40995,437,Married,22132,0
5653,25,Male,104716,517,Single,22131,1
5654,32,Male,27717,753,Divorced,22122,0
5655,48,Male,98867,386,Single,22121,0
5656,47,Female,99472,592,Single,22118,1
5657,63,Male,84022,391,Married,22116,1
5658,37,Female,73668,507,Married,22116,0
5659,56,Female,71645,503,Single,22112,1
5660,29,Male,49550,485,Married,22106,0
5661,66,Female,106151,384,Single,22103,0
5662,34,Male,23576,455,Single,22103,0
5663,59,Male,60868,592,Married,22101,0
5664,47,Female,118039,832,Married,22092,1
5665,46,Female,66380,460,Divorced,22091,1
5666,36,Female,25728,685,Married,22086,1
5667,63,Female,52800,784,Divorced,22086,1
5668,28,Female,30886,802,Married,22067,1
5669,51,Male,99614,455,Married,22065,0
5670,67,Female,89909,442,Married,22061,0
5671,24,Male,67236,583,Married,22049,0
5672,61,Male,65805,334,Single,22042,1
5673,51,Female,138286,523,Married,22031,0
5674,37,Female,52532,692,Single,22027,1
5675,67,Female,132765,707,Married,22026,1
5676,55,Female,120696,687,Married,22015,0
5677,41,Female,48688,596,Single,22014,0
5678,27,Male,31063,622,Married,22009,1
5679,49,Male,43089,787,Divorced,22009,1
5680,69,Male,75942,338,Divorced,22008,0
5681,32,Female,71829,804,Married,22008,1
5682,54,Female,70553,802,Divorced,22001,0
5683,37,Male,53585,836,Divorced,21984,0
5684,20,Female,91739,615,Divorced,21983,1
5685,54,Female,79004,795,Divorced,21976,0
5686,57,Female,139250,416,Single,21973,1
5687,25,Male,139411,641,Single,21968,1
5688,57,Female,22438,539,Single,21968,0
5689,61,Male,113095,744,Divorced,21954,0
5690,40,Female,43212,786,Divorced,21937,1
5691,57,Female,70362,710,Single,21932,0
5692,28,Male,92177,597,Divorced,21914,1
5693,63,Female,36983,351,Single,21907,1
5694,25,Female,34026,603,Single,21907,0
5695,46,Female,140168,587,Single,21894,0
5696,47,Male,70998,417,Divorced,21893,0
5697,27,Female,144735,723,Single,21891,0
5698,56,Female,75744,508,Married,21890,0
5699,45,Female,77013,426,Single,21889,0
5700,66,Female,71039,592,Single,21885,1
5701,53,Female,69831,818,Married,21885,1
5702,30,Male,105172,521,Divorced,21883,1
5703,49,Male,54603,376,Single,21880,0
5704,53,Female,97758,637,Married,21878,0
5705,54,Female,87713,574,Divorced,21876,0
5706,43,Male,126446,416,Married,21869,1
5707,39,Female,118452,591,Single,21867,0
5708,21,Female,136183,570,Married,21866,0
5709,48,Female,33105,746,Divorced,21863,0
5710,35,Female,120048,456,Single,21861,1
5711,55,Female,87182,483,Married,21855,1
5712,41,Female,72147,723,Divorced,21854,1
5713,40,Female,141331,315,Divorced,21843,0
5714,39,Female,95400,397,Single,21841,0
5715,19,Male,66434,599,Single,21840,1
5716,48,Male,46515,721,Single,21836,1
5717,28,Female,109298,606,Single,21836,1
5718,45,Female,78001,573,Married,21835,0
5719,63,Female,121971,560,Divorced,21829,0
5720,49,Female,78397,538,Single,21823,1
5721,22,Male,81415,631,Single,21819,1
5722,55,Male,36960,414,Single,21808,0
5723,27,Male,129591,567,Married,21806,1
5724,57,Male,113143,311,Divorced,21805,1
5725,63,Female,101838,372,Divorced,21804,1
5726,41,Female,65778,705,Single,21794,1
5727,52,Female,50941,477,Divorced,21792,0
5728,61,Male,116857,558,Married,21781,0
5729,65,Female,115849,699,Divorced,21773,0
5730,40,Female,123083,569,Single,21771,1
5731,34,Male,60955,785,Divorced,21769,1
5732,18,Male,98565,358,Married,21767,0
5733,48,Male,121276,565,Married,21766,1
5734,48,Male,76908,374,Divorced,21757,0
5735,59,Male,84067,389,Divorced,21746,1
5736,59,Female,138636,804,Single,21732,1
5737,51,Female,75696,656,Single,21724,1
5738,26,Male,38429,453,Single,21720,0
5739,39,Female,114048,517,Divorced,21717,0
5740,30,Female,96676,785,Married,21715,1
5741,42,Female,136315,839,Married,21712,1
5742,65,Female,34847,429,Divorced,21710,0
5743,35,Male,67191,365,Married,21709,0
5744,68,Female,54256,443,Married,21704,0
5745,29,Female,147025,679,Divorced,21679,1
5746,57,Female,48774,612,Married,21677,0
5747,34,Male,147343,706,Divorced,21674,1
5748,32,Female,29127,706,Single,21673,0
5749,59,Male,138251,576,Married,21669,1
5750,32,Male,48205,708,Divorced,21654,0
5751,32,Male,128210,613,Married,21650,0
5752,56,Male,120106,848,Married,21645,0
5753,30,Female,101163,548,Single,21640,0
5754,34,Male,78764,760,Divorced,21633,0
5755,49,Male,138279,698,Single,21631,0
5756,26,Male,121824,750,Married,21630,0
5757,57,Male,58664,770,Married,21618,1
5758,37,Male,76795,733,Married,21601,1
5759,43,Female,141729,745,Divorced,21599,1
5760,44,Male,52333,402,Single,21583,0
5761,38,Female,133548,627,Divorced,21577,1
5762,35,Female,56079,545,Married,21570,1
5763,30,Male,104225,357,Single,21562,1
5764,33,Female,44259,404,Married,21561,0
5765,26,Female,46571,368,Single,21561,0
5766,29,Female,71119,601,Divorced,21554,0
5767,61,Male,28009,452,Divorced,21553,0
5768,55,Male,130210,836,Divorced,21542,0
5769,36,Male,130531,334,Divorced,21530,1
5770,24,Male,81829,314,Divorced,21529,1
5771,52,Male,58230,405,Single,21523,0
5772,65,Male,131364,373,Single,21517,1
5773,35,Male,76049,584,Married,21515,1
5774,33,Female,121762,849,Single,21511,1
5775,56,Female,143273,496,Married,21505,1
5776,21,Male,139466,579,Divorced,21502,0
5777,42,Female,56498,452,Single,21500,0
5778,49,Male,139053,590,Single,21498,1
5779,57,Male,48820,441,Divorced,21495,0
5780,30,Male,60315,611,Divorced,21487,1
5781,62,Female,115018,331,Divorced,21486,0
5782,34,Male,52795,325,Married,21486,1
5783,66,Male,133812,554,Married,21472,0
5784,54,Male,105411,355,Single,21467,1
5785,23,Male,59191,592,Divorced,21466,0
5786,36,Female,74453,529,Single,21462,1
5787,30,Male,32453,352,Divorced,21459,1
5788,43,Female,140848,400,Divorced,21457,1
5789,31,Female,70325,766,Divorced,21450,1
5790,48,Male,69490,566,Divorced,21442,1
5791,21,Male,94796,301,Divorced,21442,0
5792,56,Female,134165,321,Married,21432,0
5793,25,Female,69993,511,Single,21432,1
5794,42,Female,130780,535,Divorced,21421,1
5795,30,Female,65706,828,Married,21411,0
5796,49,Male,134981,687,Married,21410,1
5797,55,Female,62817,313,Divorced,21402,0
5798,55,Female,84544,818,Divorced,21399,1
5799,45,Female,111434,521,Married,21394,0
5800,47,Female,75710,702,Divorced,21392,1
5801,20,Male,70799,812,Married,21392,1
5802,45,Male,139586,586,Divorced,21387,1
5803,20,Male,80964,683,Married,21377,1
5804,62,Female,73678,546,Divorced,21377,1
5805,51,Female,91150,390,Married,21375,1
5806,33,Male,117379,611,Single,21375,0
5807,39,Male,80438,736,Divorced,21367,1
5808,49,Female,129987,342,Divorced,21360,0
5809,55,Male,97223,373,Married,21358,1
5810,25,Female,81926,615,Divorced,21357,0
5811,25,Female,23801,443,Single,21357,1
5812,23,Female,61048,628,Single,21357,0
5813,31,Female,60144,508,Married,21354,0
5814,49,Female,114478,398,Married,21354,1
5815,52,Female,30148,413,Divorced,21349,1
5816,27,Male,132364,474,Married,21341,1
5817,20,Male,102819,570,Single,21293,1
5818,29,Male,39861,362,Single,21289,0
5819,66,Female,120048,703,Divorced,21287,1
5820,48,Male,81717,524,Single,21286,1
5821,46,Female,42480,460,Married,21286,0
5822,22,Female,38637,335,Divorced,21273,1
5823,69,Female,64621,680,Divorced,21265,1
5824,42,Female,80304,617,Divorced,21257,0
5825,58,Male,67431,755,Married,21253,1
5826,48,Male,119937,568,Divorced,21247,1
5827,38,Male,108921,643,Divorced,21246,0
5828,37,Female,76172,339,Single,21244,1
5829,56,Male,45437,713,Single,21243,1
5830,39,Male,28149,679,Divorced,21242,1
5831,21,Male,34671,521,Married,21234,0
5832,30,Female,123005,580,Married,21232,1
5833,62,Male,43119,524,Married,21229,0
5834,59,Female,66117,756,Married,21223,0
5835,67,Male,119317,453,Single,21215,1
5836,66,Female,36279,579,Married,21205,0
5837,37,Male,88835,652,Married,21200,1
5838,69,Male,119810,338,Divorced,21189,1
5839,30,Male,146085,788,Married,21179,1
5840,34,Female,24803,497,Married,21168,0
5841,53,Male,102897,575,Married,21162,1
5842,50,Male,80805,471,Married,21161,0
5843,18,Female,38201,807,Single,21156,0
5844,32,Female,146564,704,Divorced,21151,0
5845,30,Female,48634,570,Single,21146,1
5846,34,Female,34760,430,Divorced,21141,0
5847,41,Male,30826,684,Divorced,21141,0
5848,25,Male,106821,696,Divorced,21131,0
5849,67,Female,132125,595,Divorced,21125,0
5850,44,Male,65775,682,Single,21122,0
5851,62,Female,146546,811,Divorced,21118,0
5852,40,Male,134090,694,Married,21114,1
5853,63,Female,94676,559,Married,21114,0
5854,25,Male,26798,580,Divorced,21103,1
5855,25,Female,135161,655,Married,21102,1
5856,43,Female,86103,719,Married,21098,1
5857,64,Male,97160,491,Divorced,21089,0
5858,30,Male,97751,727,Divorced,21084,1
5859,56,Male,93502,647,Divorced,21083,1
5860,54,Female,71410,728,Single,21071,0
5861,66,Male,60888,691,Divorced,21069,0
5862,45,Female,69047,640,Divorced,21062,1
5863,42,Male,115289,846,Single,21056,1
5864,33,Male,129640,701,Married,21048,1
5865,19,Female,122614,346,Single,21031,0
5866,35,Female,65955,724,Married,21030,0
5867,34,Male,132393,816,Single,21028,0
5868,47,Female,21982,627,Divorced,21018,1
5869,56,Female,53864,386,Single,21012,0
5870,30,Male,141298,814,Divorced,21011,0
5871,49,Female,99118,464,Married,21006,0
5872,67,Male,105490,522,Divorced,21005,1
5873,46,Male,59265,596,Single,20996,0
5874,63,Female,66313,750,Single,20993,1
5875,47,Male,64350,642,Married,20990,1
5876,35,Female,35378,640,Divorced,20983,0
5877,30,Male,129168,760,Married,20983,0
5878,60,Female,138334,691,Divorced,20975,0
5879,38,Female,137107,836,Divorced,20961,1
5880,47,Female,89815,720,Married,20960,1
5881,38,Female,47924,680,Married,20949,1
5882,65,Female,102593,304,Divorced,20947,1
5883,34,Male,137490,303,Married,20945,0
5884,57,Male,27312,615,Divorced,20941,0
5885,36,Female,50353,377,Married,20939,1
5886,69,Male,133744,830,Married,20938,1
5887,32,Female,120673,654,Married,20935,1
5888,26,Female,106450,332,Single,20923,1
5889,69,Male,36192,438,Married,20916,0
5890,27,Male,37450,571,Single,20906,0
5891,61,Female,25432,495,Divorced,20906,0
5892,48,Female,77225,426,Divorced,20898,0
5893,40,Female,116548,648,Married,20895,1
5894,69,Female,118991,343,Single,20894,1
5895,47,Female,98711,543,Divorced,20893,0
5896,50,Female,85604,308,Single,20888,0
5897,69,Male,30295,378,Single,20888,0
5898,26,Female,26774,489,Divorced,20876,0
5899,64,Female,135107,385,Single,20873,0
5900,18,Male,32190,784,Single,20871,0
5901,61,Female,51286,570,Divorced,20870,1
5902,52,Female,96325,812,Married,20860,1
5903,28,Male,114450,319,Married,20843,0
5904,51,Female,117480,788,Single,20840,0
5905,33,Male,92427,429,Married,20840,1
5906,26,Female,107513,306,Divorced,20826,1
5907,49,Male,84014,609,Divorced,20825,0
5908,32,Male,115887,772,Divorced,20820,1
5909,29,Male,95852,401,Single,20817,1
5910,50,Female,75256,637,Divorced,20813,1
5911,62,Female,148477,618,Single,20813,1
5912,31,Male,138580,812,Single,20807,1
5913,25,Male,118743,324,Divorced,20804,1
5914,25,Female,78630,729,Divorced,20796,1
5915,44,Female,135896,442,Single,20793,1
5916,29,Female,111190,448,Divorced,20785,1
5917,18,Female,82771,354,Married,20782,1
5918,60,Female,71715,770,Single,20780,0
5919,57,Male,27466,662,Single,20773,0
5920,59,Female,146503,508,Divorced,20771,1
5921,68,Male,37637,484,Divorced,20769,0
5922,28,Female,146237,364,Single,20766,0
5923,56,Male,88745,848,Single,20756,1
5924,60,Male,56317,411,Single,20754,0
5925,48,Female,69766,562,Divorced,20752,1
5926,34,Male,23078,375,Single,20750,0
5927,50,Male,47299,595,Married,20744,0
5928,49,Male,121794,477,Married,20743,0
5929,46,Male,23543,300,Divorced,20740,1
5930,38,Female,142790,447,Single,20739,0
5931,38,Male,114627,428,Single,20734,1
5932,57,Female,71052,812,Married,20734,0
5933,40,Male,114483,801,Single,20733,0
5934,23,Female,42064,448,Divorced,20731,1
5935,39,Female,92287,568,Divorced,20727,0
5936,67,Female,100442,404,Divorced,20725,1
5937,55,Male,140550,765,Single,20715,1
5938,54,Female,103632,580,Single,20713,1
5939,62,Female,34425,706,Married,20704,1
5940,68,Male,71481,657,Married,20700,0
5941,25,Female,97347,502,Divorced,20691,1
5942,58,Male,103114,580,Single,20685,1
5943,66,Male,92317,556,Single,20682,1
5944,52,Female,142850,393,Divorced,20679,0
5945,68,Male,106826,623,Divorced,20675,0
5946,28,Male,70530,661,Married,20667,1
5947,41,Male,101099,650,Married,20661,0
5948,66,Female,45888,361,Divorced,20641,0
5949,38,Male,47491,486,Single,20634,1
5950,68,Male,133101,841,Married,20617,1
5951,19,Male,52352,603,Divorced,20613,0
5952,57,Female,135437,735,Single,20607,0
5953,36,Male,41676,512,Divorced,20605,0
5954,56,Female,85836,705,Single,20605,0
5955,45,Male,57463,433,Married,20596,1
5956,34,Female,130478,518,Single,20596,0
5957,23,Female,68990,720,Single,20592,0
5958,36,Female,106544,618,Divorced,20584,0
5959,55,Male,83627,456,Single,20580,1
5960,45,Male,40221,487,Married,20566,0
5961,19,Male,134965,775,Divorced,20562,1
5962,55,Female,114870,461,Divorced,20558,1
5963,54,Male,129054,428,Divorced,20550,1
5964,68,Male,148345,603,Divorced,20546,0
5965,69,Female,105837,388,Divorced,20539,0
5966,21,Male,92843,461,Divorced,20535,1
5967,39,Male,71313,335,Divorced,20533,0
5968,43,Female,49251,526,Married,20532,1
5969,66,Female,66586,450,Married,20529,1
5970,60,Male,119693,346,Divorced,20508,0
5971,53,Female,94418,530,Single,20506,1
5972,30,Male,73884,838,Divorced,20503,1
5973,69,Male,72620,464,Divorced,20502,0
5974,49,Male,30040,365,Divorced,20500,1
5975,34,Male,91677,379,Single,20494,0
5976,58,Male,65878,439,Married,20493,0
5977,53,Female,25969,699,Single,20492,1
5978,63,Female,33162,429,Single,20485,1
5979,36,Male,85435,745,Single,20478,0
5980,52,Female,138504,328,Single,20475,1
5981,63,Female,94667,501,Divorced,20471,0
5982,57,Male,148658,536,Married,20466,1
5983,45,Female,25037,638,Single,20462,0
5984,18,Female,80526,698,Married,20450,1
5985,59,Male,107914,738,Divorced,20433,0
5986,35,Male,34693,588,Divorced,20432,1
5987,65,Male,146189,551,Married,20423,1
5988,57,Male,112162,399,Divorced,20422,0
5989,50,Male,79090,721,Married,20420,0
5990,29,Male,22451,317,Single,20412,1
5991,25,Male,85560,770,Divorced,20411,1
5992,41,Female,25962,306,Divorced,20411,1
5993,33,Male,120860,718,Married,20399,1
5994,67,Female,116951,679,Divorced,20395,0
5995,21,Female,109552,807,Single,20382,1
5996,55,Male,36444,413,Divorced,20358,1
5997,61,Female,60443,810,Divorced,20355,0
5998,44,Female,36506,768,Divorced,20352,1
5999,26,Female,58384,392,Married,20343,0
6000,64,Male,128598,791,Single,20339,1
6001,33,Female,135874,401,Single,20336,0
6002,29,Female,117229,792,Divorced,20336,0
6003,48,Male,132314,835,Divorced,20335,1
6004,41,Female,139846,784,Married,20330,0
6005,31,Female,44248,778,Single,20329,1
6006,62,Female,66162,466,Divorced,20318,0
6007,42,Female,62690,439,Single,20316,0
6008,51,Female,147521,393,Divorced,20311,0
6009,20,Male,89625,480,Divorced,20299,1
6010,41,Female,132752,303,Married,20292,1
6011,59,Male,88008,688,Single,20279,0
6012,26,Female,80309,571,Single,20265,1
6013,43,Male,63237,431,Divorced,20259,0
6014,37,Male,146967,811,Divorced,20256,0
6015,57,Male,125754,351,Married,20249,1
6016,27,Female,55732,589,Divorced,20244,0
6017,36,Female,28104,745,Single,20227,1
6018,20,Female,103230,536,Married,20221,0
6019,41,Female,110266,790,Single,20219,1
6020,22,Female,54980,579,Married,20203,0
6021,20,Male,149985,343,Single,20199,0
6022,44,Male,146133,658,Divorced,20197,0
6023,33,Male,94990,825,Single,20195,0
6024,66,Female,59560,761,Single,20193,0
6025,32,Female,29554,400,Married,20189,1
6026,52,Male,111049,760,Single,20188,1
6027,29,Female,127007,567,Divorced,20177,0
6028,58,Female,65987,661,Married,20174,0
6029,61,Male,50985,707,Married,20166,1
6030,43,Male,110298,336,Single,20165,1
6031,64,Female,68167,767,Married,20158,0
6032,51,Female,136533,558,Divorced,20146,0
6033,40,Male,60428,808,Single,20137,0
6034,48,Female,87238,608,Divorced,20128,0
6035,67,Male,135078,572,Single,20127,0
6036,37,Male,82723,409,Single,20119,0
6037,29,Male,37038,559,Married,20115,1
6038,40,Female,42219,567,Married,20114,0
6039,21,Male,24271,331,Married,20109,0
6040,40,Male,47397,476,Single,20103,1
6041,65,Female,94491,403,Married,20095,1
6042,65,Male,138088,535,Divorced,20093,1
6043,18,Female,49602,392,Married,20089,0
6044,42,Female,74471,500,Divorced,20079,1
6045,19,Female,82150,334,Married,20076,0
6046,47,Male,64227,416,Single,20067,1
6047,20,Male,117081,757,Married,20059,1
6048,38,Female,43116,770,Divorced,20054,1
6049,42,Female,26674,698,Divorced,20047,0
6050,37,Female,37469,416,Married,20044,1
6051,66,Male,25446,661,Divorced,20036,1
6052,69,Female,144809,503,Single,20035,1
6053,39,Female,40760,445,Married,20032,0
6054,38,Female,21963,743,Divorced,20029,0
6055,50,Male,128281,596,Married,20024,0
6056,69,Female,96002,786,Married,20021,0
6057,55,Male,47262,530,Married,20017,0
6058,32,Male,25177,502,Married,20015,1
6059,63,Female,31160,661,Married,20012,1
6060,69,Female,122876,694,Single,20001,0
6061,32,Female,27543,547,Married,19998,1
6062,63,Male,127211,739,Single,19993,1
6063,42,Male,102162,695,Married,19989,0
6064,38,Male,59278,655,Divorced,19981,0
6065,41,Female,49607,700,Married,19975,0
6066,22,Male,105835,540,Married,19970,1
6067,23,Female,144403,640,Divorced,19962,0
6068,66,Female,37221,528,Single,19961,0
6069,60,Female,23323,842,Single,19959,0
6070,65,Male,72105,838,Single,19957,1
6071,61,Male,127841,828,Single,19951,1
6072,64,Male,96151,566,Divorced,19950,1
6073,40,Female,144908,428,Single,19946,0
6074,21,Male,86968,519,Single,19941,1
6075,44,Male,43238,381,Single,19941,0
6076,35,Female,125959,319,Single,19940,0
6077,38,Female,83830,626,Single,19939,1
6078,45,Male,93967,336,Married,19932,0
6079,52,Female,28330,681,Married,19927,1
6080,39,Male,64153,338,Single,19923,0
6081,57,Female,28611,408,Divorced,19921,0
6082,40,Female,33872,728,Divorced,19920,1
6083,20,Male,69455,363,Married,19919,0
6084,57,Female,54930,474,Divorced,19917,1
6085,67,Female,92022,331,Married,19913,1
6086,27,Female,82714,830,Single,19902,0
6087,42,Male,144906,405,Single,19901,0
6088,69,Female,122406,781,Divorced,19898,0
6089,66,Female,108794,505,Divorced,19897,0
6090,25,Male,68716,546,Divorced,19894,0
6091,28,Male,128722,388,Single,19892,0
6092,22,Female,86704,615,Single,19888,0
6093,62,Female,20415,310,Divorced,19888,0
6094,54,Female,96441,348,Divorced,19883,0
6095,62,Male,131736,470,Divorced,19882,0
6096,55,Female,90779,442,Divorced,19878,0
6097,46,Male,102069,506,Married,19876,1
6098,22,Male,112556,762,Divorced,19872,0
6099,26,Female,108444,808,Divorced,19870,0
6100,65,Female,91435,500,Married,19868,0
6101,19,Male,119142,304,Married,19863,1
6102,18,Female,124448,510,Married,19861,0
6103,57,Female,29888,328,Married,19857,1
6104,68,Male,65299,489,Divorced,19855,1
6105,47,Female,144790,487,Single,19834,0
6106,28,Male,78765,449,Single,19824,0
6107,45,Female,82714,824,Single,19821,0
6108,61,Male,147854,665,Single,19809,1
6109,29,Male,35935,456,Single,19805,1
6110,56,Female,93002,379,Single,19798,1
6111,43,Male,100631,572,Married,19798,0
6112,30,Male,96729,817,Married,19796,0
6113,25,Female,21320,531,Single,19794,1
6114,45,Female,66032,459,Divorced,19785,1
6115,47,Female,97763,643,Divorced,19777,1
6116,26,Male,37907,588,Single,19774,1
6117,56,Male,58002,504,Divorced,19773,0
6118,48,Male,64838,604,Married,19769,0
6119,38,Female,58912,659,Married,19763,1
6120,64,Male,20552,699,Divorced,19761,0
6121,51,Male,40140,748,Single,19760,1
6122,48,Female,105591,405,Married,19748,1
6123,69,Male,135169,381,Divorced,19738,0
6124,42,Female,68737,641,Divorced,19736,0
6125,29,Female,53367,720,Married,19730,0
6126,18,Female,100634,348,Married,19728,1
6127,39,Male,44061,505,Single,19724,1
6128,57,Male,116590,517,Divorced,19723,0
6129,54,Male,100336,735,Single,19721,0
6130,64,Female,62124,621,Married,19719,0
6131,18,Female,65638,530,Divorced,19714,1
6132,18,Female,130728,786,Married,19711,1
6133,59,Male,111115,728,Married,19711,0
6134,59,Male,21982,583,Married,19707,0
6135,38,Male,136322,785,Single,19703,1
6136,32,Male,126134,575,Married,19700,0
6137,34,Male,55765,732,Single,19696,1
6138,39,Female,102606,484,Married,19689,0
6139,55,Male,116422,515,Married,19689,1
6140,52,Female,129910,396,Divorced,19688,1
6141,62,Female,74681,418,Married,19688,0
6142,33,Male,83232,664,Divorced,19683,0
6143,25,Female,82349,702,Divorced,19676,1
6144,64,Male,120063,696,Single,19674,0
6145,34,Male,83474,757,Divorced,19673,0
6146,34,Female,125327,617,Divorced,19669,0
6147,43,Male,49513,681,Married,19668,1
6148,30,Male,42592,441,Married,19665,1
6149,34,Female,132196,756,Single,19663,1
6150,55,Female,43618,800,Divorced,19659,0
6151,34,Female,71632,622,Divorced,19656,1
6152,65,Female,35409,567,Single,19655,0
6153,31,Female,29529,786,Married,19645,0
6154,62,Female,142164,459,Divorced,19626,1
6155,23,Male,44154,313,Single,19622,1
6156,52,Male,52882,454,Married,19617,1
6157,63,Male,64917,400,Single,19616,0
6158,31,Female,102488,342,Single,19616,0
6159,64,Male,35701,492,Divorced,19615,1
6160,25,Female,95281,610,Married,19614,0
6161,32,Male,109871,764,Divorced,19610,1
6162,44,Female,88225,462,Divorced,19610,1
6163,30,Male,139278,650,Married,19609,1
6164,66,Female,72492,533,Married,19606,0
6165,48,Female,22988,702,Married,19583,1
6166,52,Female,55919,650,Divorced,19580,1
6167,23,Female,130023,466,Married,19569,1
6168,22,Male,68426,447,Married,19565,1
6169,39,Male,72167,327,Married,19564,0
6170,66,Female,29013,558,Single,19561,0
6171,40,Female,59113,741,Married,19560,0
6172,42,Female,23574,826,Divorced,19559,0
6173,51,Male,118016,510,Single,19558,0
6174,43,Female,27838,842,Divorced,19557,0
6175,64,Female,113899,744,Single,19551,0
6176,22,Male,51368,752,Married,19549,1
6177,43,Female,52228,703,Single,19543,1
6178,37,Female,136296,365,Divorced,19542,0
6179,23,Male,69711,704,Single,19540,1
6180,23,Female,66097,734,Married,19539,0
6181,67,Female,75773,527,Married,19537,0
6182,35,Male,48639,775,Divorced,19530,1
6183,21,Female,34823,767,Single,19529,1
6184,34,Male,43510,400,Divorced,19528,1
6185,31,Female,149802,722,Divorced,19527,1
6186,31,Female,58333,655,Divorced,19526,0
6187,30,Female,24435,438,Married,19523,1
6188,24,Female,58418,430,Single,19523,0
6189,61,Female,77955,848,Married,19521,0
6190,32,Male,79507,767,Married,19508,1
6191,36,Female,71033,779,Married,19508,1
6192,60,Female,106089,410,Single,19495,1
6193,64,Male,138551,452,Married,19491,0
6194,61,Male,92972,541,Married,19487,0
6195,52,Female,122012,578,Married,19484,1
6196,34,Male,67219,662,Single,19476,1
6197,52,Female,54477,707,Single,19470,0
6198,36,Male,109780,474,Divorced,19469,1
6199,37,Male,62721,434,Married,19468,1
6200,53,Female,87228,805,Married,19467,1
6201,52,Male,35523,593,Single,19461,1
6202,49,Female,52326,794,Single,19458,1
6203,65,Male,132626,718,Married,19453,1
6204,61,Male,62205,505,Divorced,19446,1
6205,57,Male,20125,617,Divorced,19445,0
6206,41,Female,131248,372,Married,19424,1
6207,34,Female,86735,558,Divorced,19422,1
6208,24,Male,124396,657,Divorced,19419,0
6209,60,Female,36375,447,Married,19411,0
6210,67,Female,22711,524,Divorced,19410,1
6211,18,Female,52437,404,Single,19407,0
6212,52,Male,48022,655,Married,19405,1
6213,49,Female,29182,837,Single,19405,0
6214,53,Male,113177,560,Married,19404,0
6215,30,Male,115066,369,Single,19398,0
6216,23,Male,144401,746,Divorced,19394,1
6217,31,Male,108148,746,Single,19390,0
6218,54,Male,91531,556,Single,19389,1
6219,65,Female,60950,830,Single,19382,1
6220,32,Female,123806,418,Single,19379,0
6221,64,Male,32920,365,Single,19378,0
6222,21,Female,42144,544,Married,19377,1
6223,57,Female,140270,356,Single,19376,1
6224,33,Female,104418,343,Single,19376,1
6225,45,Female,22565,823,Married,19358,0
6226,33,Female,108909,723,Married,19358,1
6227,21,Female,73942,835,Divorced,19350,0
6228,62,Female,129093,694,Single,19349,1
6229,43,Male,90560,749,Single,19339,0
6230,45,Male,44691,556,Divorced,19325,1
6231,49,Male,53799,660,Single,19323,1
6232,62,Female,86777,679,Divorced,19321,0
6233,19,Female,54510,742,Married,19312,0
6234,48,Male,124013,833,Single,19311,0
6235,20,Female,107919,773,Single,19309,0
6236,25,Female,133043,456,Married,19306,0
6237,41,Male,97366,388,Single,19299,1
6238,32,Male,48975,501,Married,19298,0
6239,60,Male,73242,761,Married,19297,0
6240,48,Female,66546,780,Divorced,19291,0
6241,26,Female,112087,753,Married,19289,0
6242,56,Female,126464,769,Divorced,19288,0
6243,62,Male,43267,679,Married,19284,1
6244,19,Male,97911,700,Divorced,19283,0
6245,25,Female,107049,378,Divorced,19277,1
6246,24,Male,89939,685,Divorced,19274,0
6247,61,Male,141265,642,Divorced,19272,0
6248,68,Female,24897,744,Single,19270,1
6249,56,Male,20163,351,Married,19267,0
6250,59,Male,121614,550,Married,19262,0
6251,33,Male,72540,628,Married,19254,1
6252,52,Female,102915,793,Married,19244,1
6253,47,Female,133295,649,Divorced,19239,0
6254,27,Male,50030,758,Single,19238,1
6255,55,Female,75313,797,Married,19231,0
6256,35,Female,148070,424,Married,19230,0
6257,67,Female,49870,503,Married,19227,0
6258,22,Male,136565,320,Divorced,19225,1
6259,46,Female,144703,661,Married,19214,1
6260,56,Male,49482,660,Married,19211,0
6261,51,Male,51058,415,Single,19210,0
6262,60,Female,77255,354,Divorced,19203,1
6263,62,Male,112407,591,Single,19202,0
6264,40,Female,137952,350,Married,19201,1
6265,22,Female,84930,553,Divorced,19199,1
6266,47,Male,70500,791,Married,19197,1
6267,23,Male,149329,524,Married,19194,1
6268,63,Female,46379,768,Divorced,19193,1
6269,61,Female,87787,402,Single,19192,0
6270,21,Female,129396,347,Divorced,19187,1
6271,46,Female,43674,641,Divorced,19181,1
6272,40,Male,144473,532,Single,19172,1
6273,23,Male,142706,527,Divorced,19171,0
6274,49,Male,26590,821,Single,19167,1
6275,59,Female,51432,312,Single,19164,1
6276,35,Male,60426,798,Divorced,19163,1
6277,32,Male,69584,744,Divorced,19161,0
6278,57,Male,107663,639,Single,19161,0
